ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESM,MM,MICH1,TMX,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,C_PRD_PESM,C_PT_PVEM,C_PT_MORENA,C_PT_PESM,C_PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
16,MICHOACAN,57,NAHUATZEN,10,28,28,2241,1365,2286,510,1805,1349,1272,140,,,48,,,,,,,,,,,,,,,,,100,,,11116,199,710,12025,16279,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/05%20Paracho/Nahuatzen.pdf
16,MICHOACAN,58,NOCUPETARO,13,18,18,,2447,,63,1954,3,354,11,,,4,,,,,,,,,,,,,,,,,33,,,4869,0,183,5052,7340,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/19%20Tac%C3%A1mbaro/Nocup%C3%A9taro.pdf
16,MICHOACAN,59,NUEVO PARANGARICUTIRO,11,28,29,292,2003,1659,298,467,2187,2205,49,175,,,,,,,,,,,,,541,29,23,22,,,,14,,9964,3,326,10293,15656,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/14%20Uruapan/Nuevo%20Parangaricutiro.pdf
16,MICHOACAN,60,NUEVO URECHO,9,14,14,,57,43,550,105,1909,1389,11,15,,,,,,,,,233,45,55,29,,,,20,,,,,,4461,0,132,4593,6470,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/22%20M%C3%BAgica/NuevoUrecho.pdf
16,MICHOACAN,61,NUMARAN,9,17,18,192,2146,1345,99,64,536,1660,,109,,,,,,,,,90,5,17,26,,,,,,,,,,6289,0,153,6442,10103,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/01%20La%20Piedad/Numar%C3%A1n.pdf
16,MICHOACAN,62,OCAMPO,11,28,28,218,1265,160,2272,3507,,734,,,,,,,,,,,,,,,304,41,7,18,,,636,,,9162,0,435,9597,17783,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/13%20Zit%C3%A1cuaro/Ocampo.pdf
16,MICHOACAN,63,PAJACUARAN,18,35,35,149,119,193,355,984,2868,3444,,,,,,,,,,,751,73,37,135,52,3,7,2,,,,,,9172,0,228,9400,16653,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/04%20Jiquilpan/Pajacuar%C3%A1n.pdf
16,MICHOACAN,64,PANINDICUARO,19,32,32,31,115,84,520,643,2942,3009,,,,,,,,,,,782,58,57,111,14,3,1,1,,,,,,8371,1,389,8761,15133,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/02%20Puru%C3%A1ndiro/Panind%C3%ADcuaro.pdf
16,MICHOACAN,65,PARACUARO,16,35,35,318,440,1861,252,656,,4709,,,,,,,,,,,433,29,61,71,212,6,23,15,,,,,,9086,0,286,9372,20136,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/23%20Apatzing%C3%A1n/Par%C3%A1cuaro.pdf
16,MICHOACAN,66,PARACHO,15,46,46,698,460,1366,665,780,822,2486,3688,288,703,669,,2488,750,,,,,,,,,,,100,,,,,168,16131,8,796,16935,26498,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/05%20Paracho/Paracho.pdf
16,MICHOACAN,67,PATZCUARO,43,124,125,3290,4099,2245,1629,3460,4031,7301,5669,949,510,1675,,,,,,,1447,234,159,324,1198,176,64,49,,,,,,38509,27,1949,40485,74755,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/15%20P%C3%A1tzcuaro/Patzcuaro.pdf
16,MICHOACAN,68,PENJAMILLO,19,31,32,94,1396,856,224,911,1502,2905,62,,,,,,,,,,,,,,,140,,,78,,,,,8168,0,349,8517,16117,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/02%20Puru%C3%A1ndiro/Penjamillo.pdf
16,MICHOACAN,69,PERIBAN,12,36,36,2763,1529,140,116,1157,1104,733,310,4203,114,,,,,,,,153,19,5,65,,,208,,,,,,,12619,6,409,13034,22888,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/21%20Coalcom%C3%A1n/Perib%C3%A1n.pdf
16,MICHOACAN,70,LA PIEDAD,61,144,145,18527,1496,414,751,870,2564,11661,,186,615,564,,,,,,,859,85,182,199,1297,262,84,19,,,,,,40635,14,1047,41696,85014,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/01%20La%20Piedad/La%20Piedad.pdf
16,MICHOACAN,71,PUREPERO,11,23,24,68,1867,2432,1808,78,517,1063,166,272,,,,,,,,,,,,,,,,,,,,,,8271,0,274,8545,14106,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/07%20Zacapu/Pur%C3%A9pero.pdf
16,MICHOACAN,72,PURUANDIRO,46,110,111,1128,5743,1003,972,724,7867,4363,821,1332,97,1101,,,,,,,537,118,90,100,748,148,41,47,,,,,,26980,4,1157,28141,62789,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/02%20Puru%C3%A1ndiro/Puru%C3%A1ndiro.pdf
16,MICHOACAN,73,QUERENDARO,14,22,23,1487,1930,,133,749,28,802,,940,,206,,,,,,,283,45,18,60,,,,,,,,,,6681,0,258,6939,11591,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/12%20Hidalgo/Quer%C3%A9ndaro.pdf
16,MICHOACAN,74,QUIROGA,12,35,35,2510,833,351,3943,160,979,2387,140,231,,246,,,,,,,,,,,209,54,15,1,,,,,105,12164,0,634,12798,18623,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/15%20P%C3%A1tzcuaro/Quiroga.pdf
16,MICHOACAN,75,COJUMATLAN DE REGULES,9,20,20,168,656,2546,866,273,,337,,,,,,,,,,,,,,,367,14,27,25,,,300,,,5579,1,146,5726,8951,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/04%20Jiquilpan/Cojumatl%C3%A1n.pdf
16,MICHOACAN,76,LOS REYES,35,104,105,6033,1229,12425,1099,893,,6600,716,,,70,,,,,,,757,76,137,179,,720,,,,,,,,30934,1,1197,32132,61411,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/09%20Los%20Reyes/Los%20Reyes.pdf
16,MICHOACAN,77,SAHUAYO,49,103,104,15503,1049,237,748,2086,2132,7392,144,,,1316,,,,,,,1097,97,103,279,1495,257,75,14,,,,,,34024,7,913,34944,58840,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/04%20Jiquilpan/Sahuayo.pdf
16,MICHOACAN,78,SAN LUCAS,20,30,30,103,3553,94,245,124,,2153,18,15,,,,,,,,,273,31,34,35,,,,,,,,,,6678,3,366,7047,14931,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/18%20Huetamo/San%20Lucas.pdf
16,MICHOACAN,79,SANTA ANA MAYA,11,23,24,110,104,23,2243,1013,275,2195,,,,,,,,,,,,,,,20,2,2,,,,,,,5987,3,213,6203,12288,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/08%20Tar%C3%ADmbaro/Santa%20Ana%20Maya.pdf
16,MICHOACAN,80,SALVADOR ESCALANTE,24,61,61,884,4748,3566,881,1803,3770,3945,365,81,,,,,,,,,703,125,82,178,,,,,170,,,,,21301,8,1059,22368,38067,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/15%20P%C3%A1tzcuaro/Salvador%20Escalante.pdf
16,MICHOACAN,81,SENGUIO,11,29,29,237,3834,560,410,233,,2559,,,,,,,,,,,667,47,69,95,,794,,,,,,,,9505,1,401,9907,16263,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/03%20Maravat%C3%ADo/Senguio.pdf
16,MICHOACAN,82,SUSUPUATO,10,15,15,38,192,98,,,1834,,,,,,,,,,,,,,,,40,2,2,5,,,,,,2211,3,2214,4428,7256,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/18%20Huetamo/Susupuato%20.pdf
16,MICHOACAN,83,TACAMBARO,38,102,103,4671,6325,332,3817,1558,3686,6797,,135,,89,,,,,,,1592,210,224,206,,,,,,,,,,29642,21,1390,31053,60071,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/19%20Tac%C3%A1mbaro/Tac%C3%A1mbaro.pdf
16,MICHOACAN,84,TANCITARO,15,40,40,3279,985,302,358,255,1594,2044,643,41,,,,,,,,,230,47,63,58,,735,,,,,,,,10634,50,362,11046,24187,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/23%20Apatzing%C3%A1n/Tanc%C3%ADtaro.pdf
16,MICHOACAN,85,TANGAMANDAPIO,14,43,43,465,2288,731,584,752,,5759,,,,,,,,,,,630,56,83,144,,258,,,,,,,,11750,4,361,12115,25661,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/09%20Los%20Reyes/Tangamandapio.pdf
16,MICHOACAN,86,TANGANCICUARO,27,55,55,3939,4376,445,147,354,,1715,,1069,,,,,,,,,191,28,35,53,,,443,,,,,,,12795,6,501,13302,30423,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/07%20Zacapu/Tanganc%C3%ADcuaro.pdf
16,MICHOACAN,87,TANHUATO,11,22,23,611,55,81,725,250,2916,1508,149,,,,,,,,,,,,,,208,7,5,,,,,,,6515,0,258,6773,12370,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/01%20La%20Piedad/Tanhuato.pdf
16,MICHOACAN,88,TARETAN,9,23,23,1808,330,202,3054,377,40,974,59,,112,,,,,,,,,,,,,,,,,,,104,127,7187,1,329,7517,12326,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/22%20M%C3%BAgica/Taretan.pdf
16,MICHOACAN,89,TARIMBARO,45,126,127,3970,9730,1846,10536,1397,2980,5545,677,,263,878,,,,,,,1541,281,380,156,1711,233,56,90,,,,,,42270,19,1231,43520,75807,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/08%20Tar%C3%ADmbaro/Tar%C3%ADmbaro.pdf
16,MICHOACAN,90,TEPALCATEPEC,15,31,31,269,1485,490,586,747,,2904,,,,,,,,,,,,,,,243,19,9,13,,,513,,,7278,0,419,7697,17106,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/21%20Coalcom%C3%A1n/Tepalcatepec.pdf
16,MICHOACAN,91,TINGAMBATO,5,16,17,51,1157,2861,48,59,138,819,117,,243,,,,,,,,53,17,6,18,,86,,,,,,,,5673,0,193,5866,8210,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/05%20Paracho/Tingambato.pdf
16,MICHOACAN,92,TINGUINDIN,11,24,25,2300,1358,206,104,1397,1319,368,11,,,,,,,,,,469,95,4,49,,,,,5,,,,,7685,1,195,7881,12289,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/09%20Los%20Reyes/Tinguindin.pdf
16,MICHOACAN,93,TIQUICHEO DE NICOLAS ROMERO,11,18,18,39,2400,365,29,1595,49,101,1818,,,,,,,,,,,,,,,111,,,112,,2,,,6621,1,325,6947,10425,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%c3%93MPUTO%20MUNICIPALES/18%20Huetamo/acta_computo_municipal_Ayuntamiento_Tiquicheo%20de%20Nicolas%20Romero.pdf
16,MICHOACAN,94,TLALPUJAHUA,15,36,36,408,540,2344,378,3153,2880,790,174,297,,349,,,,,,,596,150,12,139,455,32,47,46,,,,,,12790,2,443,13235,20690,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/03%20Maravat%C3%ADo/Tlalpujahua.pdf
16,MICHOACAN,95,TLAZAZALCA,12,17,17,39,91,946,38,53,,1558,142,575,22,,,,,,,,,,,,,1,,,,,,,,3465,0,193,3658,8510,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/07%20Zacapu/Tlazazalca.pdf
16,MICHOACAN,96,TOCUMBO,12,19,19,2700,139,,91,1744,342,320,,,,,,,,,,,215,42,7,41,,520,,,,,,,,6161,0,164,6325,10230,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/09%20Los%20Reyes/Tocumbo.pdf
16,MICHOACAN,97,TUMBISCATIO,5,8,8,15,65,51,236,52,,724,,1005,,,,,,,,,81,18,22,14,3,2,,1,,,,,,2289,0,211,2500,4969,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/22%20M%C3%BAgica/Tumbiscatio.pdf
16,MICHOACAN,98,TURICATO,36,52,52,288,1085,691,5596,558,1353,2129,,,,,,,,,,,770,200,175,79,,,69,,,,,,,12993,2,928,13923,25755,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/19%20Tac%C3%A1mbaro/Turicato.pdf
16,MICHOACAN,99,TUXPAN,17,37,38,481,704,2333,878,2670,124,3910,,,,,,,,,,,,,,,691,30,41,33,,,804,,,12699,5,596,13300,20962,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/18%20Huetamo/Tuxpan.pdf
16,MICHOACAN,100,TUZANTLA,20,27,27,,1479,3126,118,120,,2073,,,,,,,,,,,71,23,22,14,,,,,,,,,,7046,0,311,7357,12313,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/18%20Huetamo/Tuzantla.pdf
16,MICHOACAN,101,TZINTZUNTZAN,10,21,21,59,1170,1382,1097,157,1815,819,50,,505,336,,,,,,,256,37,30,22,,,,,138,,,,,7873,1,300,8174,12267,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/15%20P%C3%A1tzcuaro/Tzintzuntzan.pdf
16,MICHOACAN,102,TZITZIO,15,20,21,148,1818,807,116,165,,1087,,,,,,,,,,,130,31,12,42,,,75,,,,,,,4431,1,246,4678,7903,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/18%20Huetamo/Tzitzio.pdf
16,MICHOACAN,103,URUAPAN,150,433,435,7499,2148,1009,2620,2256,2207,20176,392,614,372,768,,,,,95381,,2058,258,333,371,661,124,44,21,,,,,,139312,30,5308,144650,264853,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%c3%93MPUTO%20MUNICIPALES/14%20Uruapan/acta_computo_municipal_Ayuntamiento_Uruapan.pdf
16,MICHOACAN,104,VENUSTIANO CARRANZA,22,39,39,2920,767,211,209,119,3393,2898,49,,25,,,,,,,,249,27,55,66,,619,,,31,,,,,11638,1,380,12019,19839,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/04%20Jiquilpan/Venustiano%20Carranza.pdf
16,MICHOACAN,105,VILLAMAR,19,33,33,370,2080,277,193,253,1745,1642,232,,,,,,,,,,169,22,18,46,216,37,4,13,,,,,,7317,14,265,7596,17111,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/09%20Los%20Reyes/Villamar.pdf
16,MICHOACAN,106,VISTA HERMOSA,13,29,29,238,449,543,439,237,1087,4028,,,22,,,,,,,,569,30,66,84,183,7,6,6,,,,,,7994,3,250,8247,16400,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/04%20Jiquilpan/Vista%20Hermosa.pdf
16,MICHOACAN,107,YURECUARO,19,42,43,319,,,1948,1198,53,3952,4668,,,88,,,,,,,,,,,,,,,,,,,841,13067,1,442,13510,24614,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/01%20La%20Piedad/Yur%C3%A9cuaro.pdf
16,MICHOACAN,108,ZACAPU,48,114,115,685,467,488,1789,1798,8927,13588,1836,,,1254,,,,,,,1574,163,217,239,63,24,5,5,,,,,,33122,17,1468,34607,64002,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/07%20Zacapu/Zacapu.pdf
16,MICHOACAN,109,ZAMORA,97,267,268,29079,4576,835,4568,1740,2083,15933,,5144,,242,,,,,,,2634,277,500,412,,,,283,,,,,,68306,47,2336,70689,158640,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/06%20Zamora/Zamora.pdf
16,MICHOACAN,110,ZINAPARO,8,9,9,82,839,38,14,21,528,74,24,,,,,,,,,,,,,,145,14,1,2,,,,,,1782,1,130,1913,3822,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/01%20La%20Piedad/Zin%C3%A1paro.pdf
16,MICHOACAN,111,ZINAPECUARO,32,72,73,1969,650,4304,634,528,4194,5579,183,,,443,,,,,,,884,110,118,227,,,623,,,,,,,20446,5,870,21321,41547,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/12%20Hidalgo/Zinap%C3%A9cuaro.pdf
16,MICHOACAN,112,ZIRACUARETIRO,7,17,17,1876,698,303,567,284,142,1702,12,,,,,,,,,,,,,,,260,,,8,,,,235,6087,4,233,6324,10358,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/22%20M%C3%BAgica/Ziracuaretiro.pdf
16,MICHOACAN,113,ZITACUARO,81,211,212,4485,5836,4034,3870,10163,7518,19669,1558,323,,225,,,,2286,,,,,,,1717,235,79,141,,,1337,,,63476,63,5053,68592,125238,https://iem.org.mx/documentos/proceso_electoral_2023_2024/Actas%20de%20Computo/ACTAS%20DE%20C%C3%93MPUTO%20MUNICIPALES/13%20Zit%C3%A1cuaro/Zit%C3%A1cuaro.pdf
